"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS","WDFG","WT01","WT03","WT04","WT05","WT06","WT11"
"USC00283662","HAMMONTON 1 NE, NJ US","2009-04-21",,,"0.56","0.0","0.0","56","47","53",,"    1","    1",,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-04-22",,,"0.09","0.0","0.0","71","48","48",,"    1",,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-04-23",,,"0.16","0.0","0.0","52","42","45",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-04-24",,,"0.00","0.0","0.0","60","36","39",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-04-25",,,"0.00","0.0","0.0","74","39","52",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-04-26",,,"0.00","0.0","0.0","91","52","63",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-04-27",,,"0.00","0.0","0.0","93","63","64",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-04-28",,,"0.00","0.0","0.0","92","64","65",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-04-29",,,"0.00","0.0","0.0","87","53","53",,"    1",,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-04-30",,,"0.13","0.0","0.0","58","40","45",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-05-01",,,"0.07","0.0","0.0","67","45","59",,"    1",,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-05-02",,,"0.01","0.0","0.0","74","59","64",,"    1",,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-05-03",,,"0.12","0.0","0.0","64","54","54",,"    1",,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-05-04",,,"0.68","0.0","0.0","56","51","51",,"    1",,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-05-05",,,"0.22","0.0","0.0","55","51","52",,"    1",,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-05-06",,,"0.37","0.0","0.0","58","51","51",,"    1","    1",,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-05-07",,,"0.72","0.0","0.0","66","51","64",,"    1",,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-05-08",,,"0.19","0.0","0.0","74","55","57",,"    1",,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-05-09",,,"0.00","0.0","0.0","80","57","65",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-05-10",,,"0.00","0.0","0.0","84","57","57",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-05-11",,,"0.00","0.0","0.0","72","49","49",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-05-12",,,"0.00","0.0","0.0","63","47","49",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-05-13",,,"0.00","0.0","0.0","69","40","44",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-05-14",,,"0.00","0.0","0.0","72","44","59",,"    1",,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-05-15",,,"0.28","0.0","0.0","74","59","64",,"    1","    1",,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-05-16",,,"0.00","0.0","0.0","74","60","61",,"    1",,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-05-17",,,"0.01","0.0","0.0","81","61","66",,"    1",,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-05-18",,,"0.15","0.0","0.0","66","48","49",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-05-19",,,"0.00","0.0","0.0","61","36","42",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-05-20",,,"0.00","0.0","0.0","71","42","47",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-05-21",,,"0.00","0.0","0.0","82","46","49",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-05-22",,,"0.00","0.0","0.0","82","49","57",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-05-23",,,"0.00","0.0","0.0","84","57","61",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-05-24",,,"0.00","0.0","0.0","87","61","66",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-05-25",,,"0.00","0.0","0.0","83","66","68",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-05-26",,,"0.00","0.0","0.0","82","59","59",,"    1",,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-05-27",,,"0.13","0.0","0.0","59","52","54",,"    1",,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-05-28",,,"0.02","0.0","0.0","79","54","61",,"    1",,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-05-29",,,"1.10","0.0","0.0","77","57","57",,"    1","    1",,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-05-30",,,"0.09","0.0","0.0","79","57","59",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-05-31",,,"0.00","0.0","0.0","79","53","57",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-06-01",,,"0.06","0.0","0.0","80","44","47",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-06-02",,,"0.00","0.0","0.0","72","44","62",,"    1","    1",,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-06-03",,,"0.49","0.0","0.0","87","62","67",,"    1",,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-06-04",,,"0.19","0.0","0.0","76","57","57",,"    1",,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-06-05",,,"0.36","0.0","0.0","65","56","58",,"    1",,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-06-06",,,"1.04","0.0","0.0","60","57","58",,"    1",,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-06-07",,,"0.02","0.0","0.0","77","58","60",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-06-08",,,"0.00","0.0","0.0","82","60","63",,"    1",,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-06-09",,,"0.02","0.0","0.0","86","63","67",,"    1","    1",,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-06-10",,,"0.45","0.0","0.0","78","60","63",,"    1",,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-06-11",,,"0.00","0.0","0.0","77","62","62",,"    1","    1",,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-06-12",,,"0.40","0.0","0.0","73","62","71",,"    1","    1",,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-06-13",,,"0.48","0.0","0.0","84","66","68",,"    1",,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-06-14",,,"0.01","0.0","0.0","82","63","63",,"    1",,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-06-15",,,"0.00","0.0","0.0","79","56","58",,,"    1",,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-06-16",,,"0.20","0.0","0.0","79","58","61",,"    1",,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-06-17",,,"0.02","0.0","0.0","71","52","54",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-06-18",,,"0.01","0.0","0.0","69","54","64",,"    1",,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-06-19",,,"0.35","0.0","0.0","68","63","66",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-06-20",,,"0.00","0.0","0.0","79","61","64",,"    1",,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-06-21",,,"0.78","0.0","0.0","76","64","67",,"    1",,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-06-22",,,"0.23","0.0","0.0","76","66","66",,"    1",,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-06-23",,,"0.00","0.0","0.0","78","61","67",,"    1",,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-06-24",,,"0.11","0.0","0.0","81","65","65",,"    1",,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-06-25",,,"0.08","0.0","0.0","80","65","66",,"    1",,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-06-26",,,"0.00","0.0","0.0","85","66","69",,"    1",,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-06-27",,,"0.00","0.0","0.0","88","62","65",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-06-28",,,"0.00","0.0","0.0","83","64","67",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-06-29",,,"0.01","0.0","0.0","84","61","64",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-06-30",,,"0.00","0.0","0.0","85","64","67",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-07-01",,,"0.09","0.0","0.0","88","65","67",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-07-02",,,"0.15","0.0","0.0","87","67","69",,"    1",,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-07-03",,,"0.00","0.0","0.0","83","64","64",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-07-04",,,"0.00","0.0","0.0","82","62","64",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-07-05",,,"0.00","0.0","0.0","82","60","62",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-07-06",,,"0.00","0.0","0.0","80","59","62",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-07-07",,,"0.00","0.0","0.0","86","62","67",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-07-08",,,"0.00","0.0","0.0","88","60","63",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-07-09",,,"0.00","0.0","0.0","81","55","61",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-07-10",,,"0.00","0.0","0.0","77","53","56",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-07-11",,,"0.00","0.0","0.0","80","56","60",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-07-12",,,"1.29","0.0","0.0","83","60","68",,"    1","    1",,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-07-13",,,"0.00","0.0","0.0","85","58","59",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-07-14",,,"0.00","0.0","0.0","82","58","62",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-07-15",,,"0.00","0.0","0.0","83","55","57",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-07-16",,,"0.00","0.0","0.0","87","57","73",,"    1","    1",,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-07-17",,,"0.26","0.0","0.0","91","68","70",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-07-18",,,"0.01","0.0","0.0","88","69","69",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-07-19",,,"0.00","0.0","0.0","84","57","60",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-07-20",,,"0.00","0.0","0.0","85","60","62",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-07-21",,,"0.84","0.0","0.0","85","62","68",,"    1",,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-07-22",,,"0.46","0.0","0.0","77","65","66",,"    1",,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-07-23",,,"0.30","0.0","0.0","85","66","69",,"    1",,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-07-24",,,"0.08","0.0","0.0","75","64","66",,"    1","    1",,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-07-25",,,"0.01","0.0","0.0","85","60","63",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-07-26",,,"0.14","0.0","0.0","87","63","71",,"    1","    1",,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-07-27",,,"0.00","0.0","0.0","90","71","75",,,"    1",,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-07-28",,,"0.01","0.0","0.0","86","69","70",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-07-29",,,"0.00","0.0","0.0","89","70","75",,"    1","    1",,,,"    1"
"USC00283662","HAMMONTON 1 NE, NJ US","2009-07-30",,,"0.71","0.0","0.0","89","72","72",,"    1",,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-07-31",,,"0.00","0.0","0.0","88","72","74",,"    1","    1",,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-08-01",,,"0.66","0.0","0.0","89","65","67",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-08-02",,,"0.00","0.0","0.0","87","67","74",,"    1","    1",,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-08-03",,,"1.40","0.0","0.0","81","69","70",,"    1",,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-08-04",,,"0.00","0.0","0.0","88","65","67",,"    1",,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-08-05",,,"0.00","0.0","0.0","87","67","73",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-08-06",,,"0.19","0.0","0.0","87","64","64",,"    1","    1",,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-08-07",,,"0.01","0.0","0.0","75","60","60",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-08-08",,,"0.00","0.0","0.0","82","60","63",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-08-09",,,"0.59","0.0","0.0","83","63","70",,"    1",,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-08-10",,,"1.78","0.0","0.0","85","69","70",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-08-11",,,"0.00","0.0","0.0","93","70","74",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-08-12",,,"0.00","0.0","0.0","89","72","73",,"    1",,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-08-13",,,"0.52","0.0","0.0","86","71","71",,"    1",,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-08-14",,,"0.03","0.0","0.0","74","66","67",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-08-15",,,"0.00","0.0","0.0","86","65","67",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-08-16",,,"0.00","0.0","0.0","89","65","66",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-08-17",,,"0.00","0.0","0.0","91",,"69",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-08-18",,,"0.01","0.0","0.0","93","68","70",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-08-19",,,"0.11","0.0","0.0","91","70","71",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-08-20",,,"0.00","0.0","0.0","91","71","73",,"    1","    1",,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-08-21",,,"0.00","0.0","0.0","90","73","76",,"    1","    1",,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-08-22",,,"1.43","0.0","0.0","92","72","73",,"    1","    1",,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-08-23",,,"0.38","0.0","0.0","87","72","73",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-08-24",,,"0.00","0.0","0.0","87","68","69",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-08-25",,,"0.00","0.0","0.0","86","64","66",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-08-26",,,"0.00","0.0","0.0","87","66","69",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-08-27",,,"0.00","0.0","0.0","89","69","71",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-08-28",,,"0.00","0.0","0.0","82","70","70",,"    1","    1",,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-08-29",,,"0.55","0.0","0.0","80","70","71",,"    1","    1",,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-08-30",,,"0.32","0.0","0.0","85","68","69",,"    1","    1",,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-08-31",,,"0.00","0.0","0.0","84","63","63",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-09-01",,,"0.00","0.0","0.0","74","54","54",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-09-02",,,"0.00","0.0","0.0","75","51","53",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-09-03",,,"0.00","0.0","0.0","77","53","57",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-09-04",,,"0.00","0.0","0.0","78","57","65",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-09-05",,,"0.00","0.0","0.0","81","61","61",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-09-06",,,"0.00","0.0","0.0","85","60","62",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-09-07",,,"0.00","0.0","0.0","75","62","65",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-09-08",,,"0.00","0.0","0.0","75","61","61",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-09-09",,,"0.01","0.0","0.0","72","61","63",,"    1",,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-09-10",,,"0.07","0.0","0.0","72","59","61",,"    1","    1",,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-09-11",,,"1.95","0.0","0.0","68","60","61",,"    1","    1",,,,"    1"
"USC00283662","HAMMONTON 1 NE, NJ US","2009-09-12",,,"1.74","0.0","0.0","69","61","62",,"    1",,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-09-13",,,"0.00","0.0","0.0","70","62","65",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-09-14",,,"0.00","0.0","0.0","80","59","59",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-09-15",,,"0.00","0.0","0.0","81","59","60",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-09-16",,,"0.00","0.0","0.0","81","60","63",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-09-17",,,"0.01","0.0","0.0","69","61","61",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-09-18",,,"0.00","0.0","0.0","67","52","57",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-09-19",,,"0.00","0.0","0.0","76","52","53",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-09-20",,,"0.00","0.0","0.0","71","44","44",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-09-21",,,"0.00","0.0","0.0","76","43","47",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-09-22",,,"0.00","0.0","0.0","78","47","59",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-09-23",,,"0.39","0.0","0.0","80","59","69",,"    1",,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-09-24",,,"0.00","0.0","0.0","83","69","72",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-09-25",,,"0.00","0.0","0.0","82","62","62",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-09-26",,,"0.00","0.0","0.0","73","47","51",,"    1",,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-09-27",,,"1.21","0.0","0.0","68","51","64",,"    1",,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-09-28",,,"0.12","0.0","0.0","75","56","56",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-09-29",,,"0.07","0.0","0.0","79","49","49",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-09-30",,,"0.00","0.0","0.0","69","49","54",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-10-01",,,"0.00","0.0","0.0","64","41","42",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-10-02",,,"0.00","0.0","0.0","61","42","48",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-10-03",,,"0.09","0.0","0.0","68","48","62",,"    1",,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-10-04",,,"0.01","0.0","0.0","75","58","60",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-10-05",,,"0.00","0.0","0.0","75","48","48",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-10-06",,,"0.00","0.0","0.0","68","43","43",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-10-07",,,"0.06","0.0","0.0","70","42","64",,"    1",,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-10-08",,,"0.00","0.0","0.0","74","45","45",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-10-09",,,"0.00","0.0","0.0","67","45","58",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-10-10",,,"0.00","0.0","0.0","79","58","68",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-10-11",,,"0.00","0.0","0.0","73","38","39",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-10-12",,,"0.00","0.0","0.0","67","38","42",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-10-13",,,"0.00","0.0","0.0","55","41","47",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-10-14",,,"0.00","0.0","0.0","67","39","40",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-10-15",,,"0.00","0.0","0.0","55","38","46",,"    1",,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-10-16",,,"0.84","0.0","0.0","48","42","42",,"    1",,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-10-17",,,"0.16","0.0","0.0","46","41","45",,"    1",,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-10-18",,,"1.20","0.0","0.0","45","42","43",,"    1",,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-10-19",,,"0.04","0.0","0.0","47","34","34",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-10-20",,,"0.00","0.0","0.0","56","33","36",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-10-21",,,"0.00","0.0","0.0","68","36","45",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-10-22",,,"0.00","0.0","0.0","74","44","51",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-10-23",,,"0.00","0.0","0.0","75","51","52",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-10-24",,,"0.06","0.0","0.0","65","51","65",,"    1","    1",,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-10-25",,,"0.96","0.0","0.0","76","51","51",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-10-26",,,"0.00","0.0","0.0","62","40","43",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-10-27",,,"0.09","0.0","0.0","62","43","54",,"    1",,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-10-28",,,"1.94","0.0","0.0","61","54","58",,"    1",,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-10-29",,,"0.34","0.0","0.0","65","51","51",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-10-30",,,"0.00","0.0","0.0","54","42","44",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-10-31",,,"0.01","0.0","0.0","61","44","61",,"    1",,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-11-01",,,"0.43","0.0","0.0","74","52","52",,"    1",,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-11-02",,,"0.04","0.0","0.0","54","46","48",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-11-03",,,"0.00","0.0","0.0","55","35","35",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-11-04",,,"0.00","0.0","0.0","62","33","33",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-11-05",,,"0.00","0.0","0.0","54","33","38",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-11-06",,,"0.01","0.0","0.0","57","36","36",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-11-07",,,"0.00","0.0","0.0","50","25","25",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-11-08",,,"0.00","0.0","0.0","55","25","39",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-11-09",,,"0.00","0.0","0.0","70","38","38",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-11-10",,,"0.00","0.0","0.0","70","38","50",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-11-11",,,"0.00","0.0","0.0","66","50","52",,"    1",,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-11-12",,,"0.71","0.0","0.0","52","45","45",,"    1",,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-11-13",,,"0.69","0.0","0.0","49","45","49",,"    1",,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-11-14",,,"0.13","0.0","0.0","55","49","55",,"    1",,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-11-15",,,"0.01","0.0","0.0","59","55","56",,"    1",,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-11-16",,,"0.00","0.0","0.0","69","48","52",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-11-17",,,"0.00","0.0","0.0","62","37","39",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-11-18",,,"0.00","0.0","0.0","57","38","42",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-11-19",,,"0.00","0.0","0.0","59","42","53",,"    1",,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-11-20",,,"0.17","0.0","0.0","65","52","54",,"    1",,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-11-21",,,"0.00","0.0","0.0","59","38","38",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-11-22",,,"0.00","0.0","0.0","55","36","37",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-11-23",,,"0.00","0.0","0.0","57","37","47",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-11-24",,,"0.11","0.0","0.0","50","47","49",,"    1",,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-11-25",,,"0.00","0.0","0.0","54","48","50",,"    1",,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-11-26",,,"0.05","0.0","0.0","54","50","51",,"    1",,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-11-27",,,"0.03","0.0","0.0","56","44","45",,"    1",,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-11-28",,,"0.00","0.0","0.0","48","40","45",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-11-29",,,"0.00","0.0","0.0","53","30","31",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-11-30",,,"0.00","0.0","0.0","64","31","52",,"    1",,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-12-01",,,"0.37","0.0","0.0","58","31","32",,,,,,,
"USC00283662","HAMMONTON 1 NE, NJ US","2009-12-02",,,"0.00","0.0","0.0","51","32","35",,"    1",,,,,
